Date,symbolid,Open,High,Low,Close,AdjClose,Volume
2015-05-17,BTC-USD,236.00999450683594,238.02499389648438,236.00999450683594,236.802001953125,236.802001953125,11134300
2015-05-18,BTC-USD,236.88699340820312,237.2100067138672,232.4600067138672,233.1280059814453,233.1280059814453,16780300
2015-05-19,BTC-USD,233.03700256347656,234.1510009765625,231.81700134277344,231.94700622558594,231.94700622558594,14241900
2015-05-20,BTC-USD,231.88999938964844,234.68299865722656,231.8419952392578,234.01800537109375,234.01800537109375,15499400
2015-05-21,BTC-USD,234.01600646972656,236.24200439453125,233.8350067138672,235.343994140625,235.343994140625,15108900
2015-05-22,BTC-USD,235.3209991455078,240.968994140625,235.05999755859375,240.34800720214844,240.34800720214844,27003000
2015-05-23,BTC-USD,240.28599548339844,241.02499389648438,238.6909942626953,238.8719940185547,238.8719940185547,14605000
2015-05-24,BTC-USD,238.9759979248047,241.97799682617188,238.81100463867188,240.9530029296875,240.9530029296875,11508000
2015-05-25,BTC-USD,240.927001953125,241.02099609375,236.63699340820312,237.11000061035156,237.11000061035156,14423900
2015-05-26,BTC-USD,237.10400390625,238.24200439453125,235.69200134277344,237.11599731445312,237.11599731445312,16425000
2015-05-27,BTC-USD,237.06500244140625,238.63600158691406,236.69500732421875,237.2830047607422,237.2830047607422,18837000
2015-05-28,BTC-USD,237.2570037841797,237.82400512695312,236.65199279785156,237.4080047607422,237.4080047607422,13829600
2015-05-29,BTC-USD,237.3769989013672,237.52200317382812,235.7310028076172,237.0959930419922,237.0959930419922,14805000
2015-05-30,BTC-USD,237.0919952392578,237.09300231933594,232.04600524902344,233.34500122070312,233.34500122070312,14098600
2015-05-31,BTC-USD,233.13499450683594,233.2519989013672,229.54200744628906,230.19000244140625,230.19000244140625,14730800
2015-06-01,BTC-USD,230.23300170898438,231.71299743652344,221.29600524902344,222.92599487304688,222.92599487304688,26090500
2015-06-02,BTC-USD,222.8939971923828,226.41600036621094,222.41900634765625,225.80299377441406,225.80299377441406,20459000
2015-06-03,BTC-USD,225.73599243164062,227.4040069580078,223.92999267578125,225.87399291992188,225.87399291992188,17752400
2015-06-04,BTC-USD,225.77200317382812,226.58099365234375,224.0540008544922,224.32400512695312,224.32400512695312,14728100
2015-06-05,BTC-USD,224.1540069580078,225.96800231933594,223.1790008544922,224.95199584960938,224.95199584960938,18056500
2015-06-06,BTC-USD,225.0050048828125,225.718994140625,224.37899780273438,225.61900329589844,225.61900329589844,11131500
2015-06-07,BTC-USD,225.5959930419922,226.19400024414062,222.65199279785156,222.88099670410156,222.88099670410156,13318400
2015-06-08,BTC-USD,222.87899780273438,229.46400451660156,222.83900451660156,228.48899841308594,228.48899841308594,23378400
2015-06-09,BTC-USD,228.53799438476562,230.95399475097656,227.9290008544922,229.04800415039062,229.04800415039062,28353100
2015-06-10,BTC-USD,228.9949951171875,229.78199768066406,228.00999450683594,228.80299377441406,228.80299377441406,15904800
2015-06-11,BTC-USD,228.85499572753906,230.28700256347656,228.76699829101562,229.7050018310547,229.7050018310547,14416000
2015-06-12,BTC-USD,229.7050018310547,231.0570068359375,229.31300354003906,229.98199462890625,229.98199462890625,14017700
2015-06-13,BTC-USD,229.9199981689453,232.65199279785156,229.2100067138672,232.40199279785156,232.40199279785156,13305300
2015-06-14,BTC-USD,232.44200134277344,234.85800170898438,232.00399780273438,233.54299926757812,233.54299926757812,12165900
2015-06-15,BTC-USD,233.4219970703125,237.83599853515625,233.4219970703125,236.822998046875,236.822998046875,19912100
2015-06-16,BTC-USD,236.76499938964844,251.74200439453125,236.1219940185547,250.89500427246094,250.89500427246094,41612000
2015-06-17,BTC-USD,250.822998046875,256.8529968261719,246.4759979248047,249.28399658203125,249.28399658203125,43858400
2015-06-18,BTC-USD,249.42799377441406,252.10800170898438,244.1269989013672,249.0070037841797,249.0070037841797,30980200
2015-06-19,BTC-USD,249.04299926757812,250.9770050048828,243.78700256347656,244.6060028076172,244.6060028076172,23965300
2015-06-20,BTC-USD,244.52999877929688,245.8280029296875,240.6269989013672,245.21200561523438,245.21200561523438,20608100
2015-06-21,BTC-USD,245.10000610351562,245.2239990234375,241.8820037841797,243.94400024414062,243.94400024414062,10600900
2015-06-22,BTC-USD,243.968994140625,247.91700744628906,243.7790069580078,246.99000549316406,246.99000549316406,17692500
2015-06-23,BTC-USD,246.927001953125,247.3040008544922,243.13299560546875,244.29600524902344,244.29600524902344,15108700
2015-06-24,BTC-USD,244.28199768066406,244.34100341796875,240.51499938964844,240.51499938964844,240.51499938964844,17344900
2015-06-25,BTC-USD,240.36500549316406,243.33200073242188,240.36500549316406,242.7989959716797,242.7989959716797,16133100
2015-06-26,BTC-USD,242.60400390625,243.74899291992188,241.55299377441406,243.593994140625,243.593994140625,13983500
2015-06-27,BTC-USD,243.5489959716797,251.33900451660156,243.11700439453125,250.99000549316406,250.99000549316406,20488600
2015-06-28,BTC-USD,250.9550018310547,251.1719970703125,247.4340057373047,249.01100158691406,249.01100158691406,15137600
2015-06-29,BTC-USD,248.7209930419922,257.1730041503906,248.58099365234375,257.0639953613281,257.0639953613281,34742900
2015-06-30,BTC-USD,257.0360107421875,267.86700439453125,255.9459991455078,263.0719909667969,263.0719909667969,44533800
2015-07-01,BTC-USD,263.3450012207031,265.1719970703125,255.7740020751953,258.6210021972656,258.6210021972656,27029800
2015-07-02,BTC-USD,258.552001953125,261.6310119628906,254.11599731445312,255.41200256347656,255.41200256347656,21551900
2015-07-03,BTC-USD,255.45899963378906,257.0769958496094,253.5050048828125,256.33599853515625,256.33599853515625,19033800
2015-07-04,BTC-USD,256.4909973144531,261.4570007324219,254.1999969482422,260.885986328125,260.885986328125,15620400
2015-07-05,BTC-USD,260.80499267578125,274.5060119628906,258.70098876953125,271.9129943847656,271.9129943847656,44156100
2015-07-06,BTC-USD,271.1080017089844,277.4219970703125,267.6000061035156,269.0299987792969,269.0299987792969,49154800
2015-07-07,BTC-USD,269.9630126953125,271.34100341796875,264.8320007324219,266.2070007324219,266.2070007324219,28857600
2015-07-08,BTC-USD,265.98199462890625,272.97100830078125,264.385986328125,270.7850036621094,270.7850036621094,36980200
2015-07-09,BTC-USD,270.8269958496094,272.3349914550781,267.08599853515625,269.2279968261719,269.2279968261719,40301200
2015-07-10,BTC-USD,269.156005859375,294.59100341796875,268.802001953125,284.8940124511719,284.8940124511719,100390000
2015-07-11,BTC-USD,284.8800048828125,298.5060119628906,283.5299987792969,293.114990234375,293.114990234375,41109900
2015-07-12,BTC-USD,293.1400146484375,314.3940124511719,292.5050048828125,310.86700439453125,310.86700439453125,56405000
2015-07-13,BTC-USD,310.8269958496094,310.947998046875,281.010986328125,292.0539855957031,292.0539855957031,62053900
2015-07-14,BTC-USD,292.03399658203125,296.1470031738281,286.63800048828125,287.4639892578125,287.4639892578125,28727200
2015-07-15,BTC-USD,288.0450134277344,293.24798583984375,285.36700439453125,285.8290100097656,285.8290100097656,27486600
2015-07-16,BTC-USD,286.0419921875,291.1830139160156,275.239990234375,278.0889892578125,278.0889892578125,49482600
2015-07-17,BTC-USD,278.09100341796875,280.2799987792969,272.0429992675781,279.47198486328125,279.47198486328125,27591400
2015-07-18,BTC-USD,279.33099365234375,282.5270080566406,274.07501220703125,274.9010009765625,274.9010009765625,25187100
2015-07-19,BTC-USD,274.7669982910156,275.6700134277344,272.51300048828125,273.614013671875,273.614013671875,15332500
2015-07-20,BTC-USD,273.4989929199219,278.9809875488281,272.9599914550781,278.9809875488281,278.9809875488281,22711400
2015-07-21,BTC-USD,278.8819885253906,280.5469970703125,275.41900634765625,275.8330078125,275.8330078125,22930700
2015-07-22,BTC-USD,275.6570129394531,277.6659851074219,274.3810119628906,277.22198486328125,277.22198486328125,19389800
2015-07-23,BTC-USD,277.34100341796875,278.1109924316406,275.71600341796875,276.04901123046875,276.04901123046875,18531300
2015-07-24,BTC-USD,276.0050048828125,289.25299072265625,275.2539978027344,288.27801513671875,288.27801513671875,37199400
2015-07-25,BTC-USD,288.16400146484375,290.7330017089844,286.00201416015625,288.6969909667969,288.6969909667969,20662200
2015-07-26,BTC-USD,288.6400146484375,293.052001953125,287.70599365234375,292.6860046386719,292.6860046386719,16032300
2015-07-27,BTC-USD,292.6390075683594,297.77398681640625,287.45001220703125,293.6239929199219,293.6239929199219,30592000
2015-07-28,BTC-USD,293.63299560546875,296.64898681640625,293.4230041503906,294.427001953125,294.427001953125,25453600
2015-07-29,BTC-USD,294.4840087890625,294.5360107421875,288.7770080566406,289.5899963378906,289.5899963378906,24672600
2015-07-30,BTC-USD,289.1029968261719,290.1260070800781,286.5679931640625,287.72198486328125,287.72198486328125,21635800
2015-07-31,BTC-USD,287.6960144042969,288.9590148925781,282.343994140625,284.6499938964844,284.6499938964844,23629100
2015-08-01,BTC-USD,284.6860046386719,284.9320068359375,278.11199951171875,281.60101318359375,281.60101318359375,18995000
2015-08-02,BTC-USD,280.4490051269531,283.0320129394531,277.52899169921875,282.614013671875,282.614013671875,17722200
2015-08-03,BTC-USD,282.8059997558594,285.47100830078125,280.2330017089844,281.22698974609375,281.22698974609375,21474100
2015-08-04,BTC-USD,281.2250061035156,285.7149963378906,281.2250061035156,285.2179870605469,285.2179870605469,21908700
2015-08-05,BTC-USD,284.84698486328125,285.5010070800781,281.4880065917969,281.8819885253906,281.8819885253906,20128000
2015-08-06,BTC-USD,281.906005859375,281.906005859375,278.40301513671875,278.5769958496094,278.5769958496094,18792100
2015-08-07,BTC-USD,278.7409973144531,280.3919982910156,276.3659973144531,279.5849914550781,279.5849914550781,42484800
2015-08-08,BTC-USD,279.74200439453125,279.9280090332031,260.7099914550781,260.99700927734375,260.99700927734375,58533000
2015-08-09,BTC-USD,261.1159973144531,267.00299072265625,260.4679870605469,265.0830078125,265.0830078125,23789600
2015-08-10,BTC-USD,265.4779968261719,267.0320129394531,262.59600830078125,264.4700012207031,264.4700012207031,20979400
2015-08-11,BTC-USD,264.3420104980469,270.385986328125,264.093994140625,270.385986328125,270.385986328125,25433900
2015-08-12,BTC-USD,270.5979919433594,270.6730041503906,265.468994140625,266.3760070800781,266.3760070800781,26815400
2015-08-13,BTC-USD,266.1830139160156,266.23199462890625,262.84100341796875,264.0799865722656,264.0799865722656,27685500
2015-08-14,BTC-USD,264.1319885253906,267.46600341796875,261.4779968261719,265.67999267578125,265.67999267578125,27091200
2015-08-15,BTC-USD,265.52899169921875,266.6669921875,261.2959899902344,261.5509948730469,261.5509948730469,19321100
2015-08-16,BTC-USD,261.8659973144531,262.44000244140625,257.0409851074219,258.5069885253906,258.5069885253906,29717000
2015-08-17,BTC-USD,258.489990234375,260.5050048828125,257.11700439453125,257.97601318359375,257.97601318359375,21617900
2015-08-18,BTC-USD,257.9259948730469,257.9930114746094,211.07899475097656,211.07899475097656,211.07899475097656,42147200
2015-08-19,BTC-USD,225.67100524902344,237.40899658203125,222.76600646972656,226.6840057373047,226.6840057373047,60869200
2015-08-20,BTC-USD,226.8990020751953,237.36500549316406,226.8990020751953,235.35000610351562,235.35000610351562,32275000
2015-08-21,BTC-USD,235.35499572753906,236.4320068359375,231.7239990234375,232.56900024414062,232.56900024414062,23173800
2015-08-22,BTC-USD,232.66200256347656,234.95700073242188,222.70399475097656,230.38999938964844,230.38999938964844,23205900
2015-08-23,BTC-USD,230.37600708007812,232.7050018310547,225.5800018310547,228.16900634765625,228.16900634765625,18406600
2015-08-24,BTC-USD,228.11199951171875,228.13900756835938,210.4429931640625,210.4949951171875,210.4949951171875,59220700
2015-08-25,BTC-USD,210.0679931640625,226.3209991455078,199.56700134277344,221.60899353027344,221.60899353027344,61089200
2015-08-26,BTC-USD,222.0760040283203,231.18299865722656,220.20399475097656,225.83099365234375,225.83099365234375,31808000
2015-08-27,BTC-USD,226.0500030517578,228.64300537109375,223.6840057373047,224.7689971923828,224.7689971923828,21905400
2015-08-28,BTC-USD,224.7010040283203,235.218994140625,220.92599487304688,231.39599609375,231.39599609375,31336600
2015-08-29,BTC-USD,231.5489959716797,233.2220001220703,227.3300018310547,229.77999877929688,229.77999877929688,17142500
2015-08-30,BTC-USD,229.89500427246094,232.0679931640625,226.2469940185547,228.76100158691406,228.76100158691406,19412600
2015-08-31,BTC-USD,229.11399841308594,231.95599365234375,225.9149932861328,230.05599975585938,230.05599975585938,20710700
2015-09-01,BTC-USD,230.25599670410156,231.21600341796875,226.86000061035156,228.12100219726562,228.12100219726562,20575200
2015-09-02,BTC-USD,228.02699279785156,230.57699584960938,226.47500610351562,229.28399658203125,229.28399658203125,18760400
2015-09-03,BTC-USD,229.32400512695312,229.60499572753906,226.66700744628906,227.18299865722656,227.18299865722656,17482000
2015-09-04,BTC-USD,227.21499633789062,230.89999389648438,227.05099487304688,230.29800415039062,230.29800415039062,20962400
2015-09-05,BTC-USD,230.19900512695312,236.14300537109375,229.4429931640625,235.0189971923828,235.0189971923828,20671400
2015-09-06,BTC-USD,234.8699951171875,242.91200256347656,234.68099975585938,239.83999633789062,239.83999633789062,25473700
2015-09-07,BTC-USD,239.9340057373047,242.1060028076172,238.7220001220703,239.8470001220703,239.8470001220703,21192200
2015-09-08,BTC-USD,239.8459930419922,245.781005859375,239.67799377441406,243.60699462890625,243.60699462890625,26879200
2015-09-09,BTC-USD,243.4149932861328,244.41600036621094,237.8209991455078,238.16799926757812,238.16799926757812,23635700
2015-09-10,BTC-USD,238.33599853515625,241.29299926757812,235.79100036621094,238.4770050048828,238.4770050048828,21215500
2015-09-11,BTC-USD,238.32899475097656,241.16900634765625,238.32899475097656,240.10699462890625,240.10699462890625,19224700
2015-09-12,BTC-USD,239.85499572753906,240.12399291992188,234.75399780273438,235.22900390625,235.22900390625,17962600
2015-09-13,BTC-USD,235.24200439453125,235.93499755859375,229.33200073242188,230.51199340820312,230.51199340820312,18478800
2015-09-14,BTC-USD,230.60899353027344,232.44000244140625,227.96099853515625,230.6439971923828,230.6439971923828,20997800
2015-09-15,BTC-USD,230.49200439453125,259.1820068359375,229.82200622558594,230.3040008544922,230.3040008544922,19177800
2015-09-16,BTC-USD,230.25,231.21499633789062,227.40199279785156,229.09100341796875,229.09100341796875,20144200
2015-09-17,BTC-USD,229.0760040283203,230.28500366210938,228.92599487304688,229.80999755859375,229.80999755859375,18935400
2015-09-18,BTC-USD,233.52099609375,234.35299682617188,232.18499755859375,232.97500610351562,232.97500610351562,20242200
2015-09-19,BTC-USD,232.85800170898438,233.2050018310547,231.08900451660156,231.4929962158203,231.4929962158203,12712600
2015-09-20,BTC-USD,231.3990020751953,232.36500549316406,230.91000366210938,231.21200561523438,231.21200561523438,14444700
2015-09-21,BTC-USD,231.2169952392578,231.2169952392578,226.52099609375,227.0850067138672,227.0850067138672,19678800
2015-09-22,BTC-USD,226.968994140625,232.38600158691406,225.11700439453125,230.6179962158203,230.6179962158203,25009300
2015-09-23,BTC-USD,230.93600463867188,231.8350067138672,229.59100341796875,230.2830047607422,230.2830047607422,17254100
2015-09-24,BTC-USD,230.35800170898438,235.6490020751953,230.2949981689453,234.5290069580078,234.5290069580078,25097800
2015-09-25,BTC-USD,234.36199951171875,237.427001953125,233.6840057373047,235.1439971923828,235.1439971923828,22363600
2015-09-26,BTC-USD,235.0760040283203,235.4029998779297,233.35800170898438,234.33999633789062,234.33999633789062,13724100
2015-09-27,BTC-USD,234.13900756835938,234.5260009765625,232.4759979248047,232.7570037841797,232.7570037841797,14179900
2015-09-28,BTC-USD,232.83599853515625,239.33900451660156,232.4669952392578,239.14199829101562,239.14199829101562,24713000
